	America - Brazil - Karitiana	America - Brazil - Surui	America - Colombia - Colombians	America - Mexico - Maya	America - Mexico - Pima	Asia - Cambodia - Cambodians	Asia - China - Dai	Asia - China - Daur	Asia - China - Han	Asia - China - Hezhen	Asia - China - Lahu	Asia - China - Miaozu	Asia - China - Mongola	Asia - China - Naxi	Asia - China - Oroqen	Asia - China - She	Asia - China - Tu	Asia - China - Tujia	Asia - China - Uygur	Asia - China - Xibo	Asia - China - Yizu	Asia - Japan - Japanese	Asia - Pakistan - Balochi	Asia - Pakistan - Brahui	Asia - Pakistan - Burusho	Asia - Pakistan - Hazara	Asia - Pakistan - Kalash	Asia - Pakistan - Makrani	Asia - Pakistan - Pathan	Asia - Pakistan - Sindhi	Asia - Siberia - Yakut	Europe - France - French	Europe - France - French_Basque	Europe - Italy - Sardinian	Europe - Italy_(Bergamo) - North_Italian	Europe - Orkney_Islands - Orcadian	Europe - Russia - Russian	Europe - Russia_Caucasus - Adygei	Middle_Est - Israel_(Carmel) - Druze	Middle_Est - Israel_(Central) - Palestinian	Middle_Est - Israel_(Negev) - Bedouin	North_Africa - Algeria_(Mzab) - Mozabite	Oceania - Bougainville - NAN_Melanesian	Oceania - New_Guinea - Papuan	Subsaharian_Africa - Central_African_Republic - Biaka_Pygmies	Subsaharian_Africa - Democratic_Republic_of_Congo - Mbuti_Pygmies	Subsaharian_Africa - Kenya - Bantu_N.E.	Subsaharian_Africa - Nigeria - Yoruba	Subsaharian_Africa - Senegal - Mandenka
Asia - Pakistan - Brahui	0.271505146494	0.291596375789	0.240285326496	0.183306067069	0.243480543765	0.142014068075	0.16683030077	0.147459718842	0.161242539208	0.158821017531	0.175535672776	0.17209291607	0.146037291607	0.164889959833	0.157816723355	0.174840811363	0.144393483187	0.168691713197	0.0611024766871	0.147557595077	0.165924240386	0.167937714204	0.0634956632344	0.0	0.0384209140177	0.0745331517902	0.0736868891787	0.0542316930496	0.044626426023	0.0485135785754	0.148275559033	0.0436793009556	0.0663114871751	0.0715123346704	0.0491054215787	0.0483617046179	0.0519449643547	0.0312114254039	0.0599798478987	0.0447701011772	0.0856387785956	0.096120551732	0.227485081359	0.272963420914	0.270215745104	0.304883956231	0.215916267972	0.235632435288	0.235443516349
Asia - Pakistan - Burusho	0.269189559167	0.292308083319	0.238010078028	0.182510232712	0.242056916071	0.1370345251	0.159089632724	0.140537467214	0.152026185578	0.147700863452	0.169966843497	0.16328140908	0.137238810243	0.154181917976	0.147123985042	0.168666018309	0.136066691526	0.159287980436	0.0698223450739	0.138808086184	0.155808238982	0.159520497803	0.0732887919655	0.0696177087494	0.0	0.0765864890654	0.0523766494009	0.082699901259	0.0609618821028	0.0692628402824	0.142453091391	0.0795596638144	0.100893033209	0.110463218549	0.0873927331002	0.0820507826546	0.0786882015805	0.0649326648878	0.101272426545	0.0879650181837	0.126099261653	0.134907066198	0.234450181979	0.283970955913	0.299618548484	0.332900535531	0.248125555812	0.265681601638	0.26764380989
Asia - Pakistan - Hazara	0.229570645765	0.257081010533	0.196292106089	0.142838109865	0.200414128691	0.0784555546859	0.0894504105715	0.0581080388808	0.0759546160775	0.0705044084724	0.103559295794	0.0882978546707	0.0599846709534	0.0841859192367	0.0693655743372	0.0917199548423	0.0647085616218	0.0859487647591	0.0308587829942	0.0619834850034	0.0834906610108	0.0863623452149	0.091576911242	0.0884956581613	0.0600220335425	0.0	0.109681888965	0.103237387853	0.0761667637228	0.0854973784139	0.0729494835034	0.0810462684574	0.101147125172	0.109478797829	0.0878245384819	0.0833989003733	0.0734036450642	0.0671041785277	0.106091958155	0.0908670032939	0.126927420731	0.130699416366	0.208293417554	0.26024145237	0.288042254492	0.322015744684	0.236546380082	0.254987225155	0.258242483543
Asia - Pakistan - Kalash	0.316639603781	0.339003123732	0.284761916471	0.23425754366	0.289993173937	0.199626028126	0.221209599276	0.202974653421	0.213025091277	0.210547434098	0.23355287614	0.2235322934	0.197687424174	0.213760962833	0.211400295356	0.226743943266	0.199529454041	0.22060203434	0.120094561143	0.201007334069	0.216930898923	0.220525017236	0.150195952313	0.147066585374	0.0981866814625	0.167652556062	0.0	0.159209627492	0.141470539287	0.150324718693	0.202365592728	0.109753435463	0.12973682915	0.138244950829	0.11464973013	0.108355230402	0.113241002506	0.0956313148198	0.13060930354	0.118534161673	0.157804803044	0.165804788764	0.282619490946	0.325340914725	0.331241425192	0.364447503801	0.280710651961	0.298440282921	0.299243225624
Asia - Pakistan - Makrani	0.254552956975	0.275539976823	0.224552890002	0.166478410852	0.227084461517	0.128014937895	0.152261552663	0.133742508507	0.146275550226	0.143850111932	0.163695492776	0.158040568851	0.129071932744	0.149715964364	0.142347735464	0.160211497252	0.128933983172	0.15361596128	0.0453097179422	0.132277028688	0.150883011552	0.15388291837	0.0280361954483	0.0255351744313	0.0231757680019	0.0618743107473	0.0591685570754	0.0	0.0292909030808	0.0335804881175	0.131687274338	0.0264841505199	0.0491374463137	0.0529012171909	0.0318506725972	0.0300331509264	0.0343529493828	0.0125854857482	0.0414984748449	0.0252988203401	0.0638299406237	0.0724099948924	0.214369514442	0.258819176806	0.243189579354	0.279808294615	0.18705411967	0.207000333289	0.207058020549
Asia - Pakistan - Pathan	0.253393483247	0.273420310032	0.220438008435	0.163274901365	0.224496457468	0.119411694832	0.144370859975	0.123270624739	0.13676624929	0.133747333755	0.154313471705	0.147078875089	0.118787256947	0.139938569256	0.132590157919	0.152697422137	0.122799509591	0.145017712468	0.0421191492381	0.121846823846	0.140198723603	0.144704387184	0.0408896839604	0.0386489297672	0.0234025521859	0.056146703767	0.0617757047992	0.0519822287937	0.0	0.0412993846469	0.123831280768	0.0346098033944	0.0562335054482	0.0641696773784	0.0403962900582	0.03408989727	0.0363383819456	0.0210915316252	0.0553888338873	0.0420752633501	0.0825557470298	0.0935458466971	0.213781905601	0.260875637258	0.271172834492	0.306480788406	0.218448580957	0.237006903261	0.238551758145
Asia - Pakistan - Sindhi	0.256625442157	0.276700410493	0.223852021597	0.167571135493	0.228454573192	0.123178282997	0.146241597869	0.128812871308	0.14181375099	0.138429483514	0.159357009085	0.151642982024	0.126647111216	0.144981276592	0.138361382045	0.155513536598	0.125721962289	0.150142042383	0.0476884034639	0.128877145695	0.145785677325	0.149555611921	0.0421380869129	0.0385931381421	0.028024653256	0.0618080507166	0.0676042423011	0.0522606747592	0.0373268944995	0.0	0.130545570782	0.0444406674713	0.0673068406946	0.0735936054695	0.0515987788951	0.0457377966077	0.04841512221	0.0303162374409	0.06231597292	0.0467573688234	0.087600114814	0.0938859025997	0.211834616282	0.257820839269	0.259444665376	0.29510327004	0.206916630423	0.225881588859	0.226633647321
Asia - Siberia - Yakut	0.263035158726	0.109589379255	0.124483851827	0.13781282481	0.232646584894	0.118967336657	0.109988265518	0.06024792996	0.0879226412405	0.0717836693328	0.128133562235	0.10580676147	0.0683961034133	0.0981535481468	0.0639495474758	0.107763539295	0.0842790521741	0.100881786301	0.0933531350376	0.0723929338647	0.0978157272063	0.077379244064	0.24650754784	0.246082717262	0.215476335138	0.166836733538	0.233219338499	0.254033465913	0.22926772896	0.238330104207	0.0	0.253206858308	0.213032468344	0.238263922823	0.204243552177	0.247568073824	0.233375022617	0.180568031666	0.262949745365	0.268090043298	0.272887903179	0.234194466086	0.19322778736	0.188595874102	0.358982035955	0.366757709421	0.314470299981	0.365762940002	0.35318417594
Europe - France - French	0.303499722062	0.322959810744	0.273836498126	0.214947761271	0.280039916023	0.191465689546	0.21443179693	0.194334024899	0.207553249974	0.203462474733	0.225265624819	0.21916983002	0.188554391156	0.210986401443	0.201709317121	0.221880120488	0.191251278281	0.213906918036	0.100163819998	0.192490957348	0.213895268768	0.214256398786	0.0810445567602	0.0785715338236	0.0834054198175	0.101012114839	0.0684395162156	0.0896263378171	0.0756165451917	0.0888054680906	0.18710621967	0.0	0.0468416282496	0.0545011024239	0.0370438700268	0.0314357621792	0.0464688238517	0.0478005461876	0.0753260885504	0.0619577945992	0.103424244461	0.106321809157	0.259495343891	0.31543159357	0.285548282675	0.290263944037	0.259052082176	0.278002519993	0.278623657796
Europe - France - French_Basque	0.170596801878	0.163813143205	0.169646918321	0.163803245152	0.180011702896	0.184827638911	0.19390150897	0.184873035025	0.188458684466	0.182366336207	0.187914975661	0.187263088949	0.181000963857	0.188364086382	0.179786343802	0.188829059682	0.179729506705	0.182456485786	0.142716549396	0.174850479712	0.189097685497	0.185012408882	0.129515638102	0.127898506388	0.132039520811	0.1475758389	0.117208177341	0.138011745079	0.123966367498	0.137817539928	0.169581071088	0.0759999127749	0.0	0.0702774117285	0.0745272184318	0.0714224299639	0.0855865439714	0.070929167433	0.102896224381	0.116019890845	0.126488107454	0.147983506213	0.193481173913	0.19630709203	0.305325305102	0.301629568095	0.279637283621	0.307387865202	0.301575663611
Europe - Italy - Sardinian	0.237021450233	0.242222820966	0.222876397889	0.196355215437	0.228758050843	0.1899679401	0.230265728606	0.211485356708	0.205193320458	0.219611842559	0.24139829782	0.234533219979	0.205924937394	0.229082435672	0.219033382592	0.237905980136	0.207217807656	0.229403239616	0.117187631877	0.208687191948	0.23114103886	0.199823971348	0.118366256838	0.116898099233	0.125575807144	0.140034419433	0.109854091737	0.125724016271	0.115448742706	0.127969645813	0.181507665091	0.0666648141507	0.053276736775	0.0	0.0414603652198	0.0634305958125	0.0804463863767	0.0587942679428	0.0813448308652	0.0857630886953	0.105471320936	0.106270808108	0.204052536085	0.184848715671	0.303481436621	0.303354150666	0.268340687831	0.294345567902	0.290690605987
Europe - Italy_(Bergamo) - North_Italian	0.171316761534	0.163087238292	0.171960545405	0.167101324788	0.179855991761	0.184406516097	0.252608680375	0.23149727865	0.203700874406	0.240224743783	0.262700091255	0.254445678716	0.228207505773	0.249532786945	0.240794080875	0.259242094964	0.229208200055	0.182793110925	0.142307637031	0.231070245386	0.250131283716	0.188608332116	0.127698272561	0.125712967358	0.13278024599	0.148465642726	0.11594461875	0.136061947668	0.123191413177	0.137003274947	0.17343456003	0.0810960913774	0.0889959625106	0.073389834962	0.0	0.0790887570028	0.0928820645734	0.0873536933381	0.098895135939	0.11238481647	0.124107061228	0.143683155511	0.191002164087	0.195884534834	0.30818042763	0.307488231968	0.292482828399	0.310725579203	0.306484756424
Europe - Orkney_Islands - Orcadian	0.336232133028	0.352741534138	0.193045213448	0.252288425132	0.3128353225	0.185749487314	0.254251296359	0.23485611567	0.231232841684	0.243665245219	0.266148012312	0.257812023855	0.229936946468	0.252095971577	0.241493174627	0.261432560191	0.232258223422	0.253880579537	0.143002246944	0.232187438192	0.253862684207	0.190364118324	0.132897257225	0.132821532138	0.135472515294	0.151954656627	0.117588571977	0.142148616514	0.125289189284	0.139403302244	0.225396953468	0.0839758239193	0.0940802042415	0.102691337003	0.087290260909	0.0	0.0880179515015	0.0942236833582	0.114569716195	0.128491314842	0.140814039041	0.157510140358	0.232019061141	0.195694238997	0.328454726956	0.33256213038	0.301091156501	0.318227617935	0.318491049163
Europe - Russia - Russian	0.292492719987	0.102575364209	0.121961152611	0.108284176468	0.268194376252	0.134533667993	0.20567056279	0.180958343641	0.16440950965	0.188574107415	0.216031739499	0.206765184963	0.175997625063	0.198523357198	0.186116601888	0.208919013309	0.178906496631	0.202985334879	0.096469658954	0.178763275004	0.200830508902	0.131182946614	0.0971111223393	0.0950427211525	0.0910819364875	0.10197745438	0.0807305780904	0.105394557941	0.0858650783272	0.101046065864	0.173290546589	0.0553490705491	0.0655154577356	0.077137704658	0.0582478588344	0.0446901788232	0.0	0.0580933503994	0.0851679088845	0.0996735421327	0.109293223179	0.126393070528	0.166994238194	0.146752877452	0.296029855502	0.301041500034	0.267896955683	0.28649214122	0.287478855111
Europe - Russia_Caucasus - Adygei	0.128820380018	0.123026521159	0.132627066119	0.129830445957	0.14112481186	0.146006444942	0.152206265096	0.145283431425	0.147714065838	0.14093416047	0.147993629305	0.149277482649	0.140659451924	0.149856474163	0.139056519821	0.15060811105	0.139398367952	0.140776416857	0.106847253751	0.135565752323	0.147325744826	0.14579918244	0.0939579961571	0.0932552794572	0.0954710177501	0.113474362261	0.0807275907053	0.103037837342	0.0894803494122	0.101782467161	0.133548334209	0.0750337506721	0.0690210987617	0.0737975833346	0.0709547608456	0.069662744007	0.0764309685364	0.0	0.0811991083005	0.0948781831573	0.107786944443	0.137809764741	0.15473414467	0.158291745359	0.286865780893	0.281125511516	0.273984017494	0.288477967359	0.282069244317
Middle_Est - Israel_(Carmel) - Druze	0.294296750059	0.309073014472	0.2610869632	0.202310392772	0.265223122843	0.167782487499	0.192332420364	0.172749419167	0.185994626627	0.183352213785	0.203650608945	0.196884360358	0.168677072785	0.190068405304	0.180810964882	0.201159800203	0.170074636058	0.194559508021	0.0777738199442	0.17152630303	0.192017742478	0.19427878835	0.0653076022816	0.0629085654593	0.0740310074155	0.0952267062958	0.0587554493993	0.0726232543321	0.0641869667734	0.0748829190277	0.169925035611	0.0433009564001	0.0425359552491	0.0371411060148	0.0229912069712	0.0313595509816	0.044585855278	0.0213887932196	0.0	0.0197468397942	0.0606969415933	0.0716385814736	0.23898992159	0.135723341922	0.256558224568	0.263681314891	0.220119164933	0.239652180185	0.239741291529
Middle_Est - Israel_(Central) - Palestinian	0.301201097835	0.319786375857	0.224400544517	0.213820464434	0.274301714529	0.148971454179	0.200183674656	0.18206465465	0.19400736995	0.190791532578	0.210973110117	0.205462959299	0.178018804835	0.197753113029	0.191445549143	0.20784741689	0.178904885455	0.202685465585	0.0919886203256	0.180636351251	0.201314919561	0.201421753292	0.0560899647819	0.0521984896431	0.0647137303108	0.0841190328096	0.0501442482681	0.0613588930902	0.05543448172	0.0639300080153	0.179568068542	0.0340074012407	0.0609537834439	0.0462521772581	0.0421168232182	0.0510471529714	0.0641311899197	0.0404657199903	0.0243300350149	0.0	0.0401140091426	0.0795882851083	0.193244491014	0.120794825747	0.240285289355	0.245093455354	0.21350229116	0.233342536858	0.232515885894
Middle_Est - Israel_(Negev) - Bedouin	0.27469125041	0.294324997852	0.243301719017	0.18493566615	0.24797951472	0.149742266036	0.174166556826	0.152760661077	0.166588591416	0.16366148503	0.184573747175	0.17840332677	0.149053374305	0.168020072658	0.163723732195	0.181914132224	0.152288261208	0.175176482839	0.0647259881841	0.15304258476	0.173313990819	0.173861516153	0.0584946981077	0.0564640855897	0.0679776727145	0.0852696064661	0.0561649978339	0.0624078271936	0.0591691895529	0.0682031544135	0.152348339236	0.0397826291178	0.0349619348161	0.0294895310614	0.0169627019947	0.0270484074575	0.0371007133944	0.0163214911486	0.0276971274826	0.0017236074084	0.0	0.044006582898	0.219686427705	0.117842242895	0.215873570016	0.222145688919	0.176974785534	0.195184518098	0.195721290374
North_Africa - Algeria_(Mzab) - Mozabite	0.137111010068	0.129012330038	0.137291005378	0.130300977558	0.142458308138	0.139160212341	0.213161826364	0.141999037965	0.160403774627	0.13884080795	0.223383542318	0.145587661383	0.138038290683	0.208803802851	0.139391738255	0.220141418382	0.192820098836	0.138064500385	0.114564969898	0.133693691791	0.143012815828	0.140563992893	0.0981359533121	0.0954815351085	0.105267395975	0.116759406589	0.0933966910032	0.0990896531929	0.0985451522054	0.102601808874	0.134233382322	0.0718246815385	0.0871699830345	0.0596745558142	0.06799177197	0.0748012611044	0.084141317075	0.0781632923326	0.0680787721736	0.0717187596448	0.0729115076068	0.0	0.136762898782	0.136384953834	0.183052887808	0.177603448456	0.170452081738	0.178459601027	0.174539751587
Oceania - Bougainville - NAN_Melanesian	0.439560787559	0.444209759769	0.411056035842	0.386009661676	0.423134707413	0.348187271486	0.316524507399	0.317214793663	0.335913968858	0.324489737156	0.335091028142	0.327965516385	0.320918674171	0.319119928494	0.324608832908	0.326716787359	0.317097167953	0.321121951758	0.308686555389	0.320030759226	0.323673604511	0.354243424215	0.445788742236	0.443826228704	0.430359761045	0.421277977548	0.439086511181	0.451040196223	0.437480122201	0.43841388311	0.343809450843	0.446683841137	0.378339714411	0.397505132969	0.366525229337	0.393239228935	0.371714399966	0.349809039187	0.450396824826	0.41462242716	0.455582404444	0.378949663549	0.0	0.199019943684	0.498281931267	0.506413090113	0.435459304026	0.459984659694	0.458006730126
Oceania - New_Guinea - Papuan	0.445361177488	0.460481785602	0.419616287142	0.384935343312	0.427701231051	0.321936315119	0.333751097416	0.331212141636	0.332599386838	0.333168145263	0.349009491424	0.340823393292	0.32953606198	0.333453132511	0.334985123523	0.343154942374	0.328444476123	0.33602030393	0.318599250722	0.332714789279	0.332987786071	0.340061876681	0.479111358335	0.478014377073	0.46867959891	0.460744732585	0.473947201969	0.483530067864	0.472635359438	0.472640938581	0.341865129601	0.489893259221	0.382229165664	0.384673221322	0.372087644935	0.366295365079	0.358225312891	0.354334117535	0.377541704298	0.363815584821	0.386226829706	0.380394085823	0.201232560347	0.0	0.511289300809	0.523420328236	0.430164914612	0.444047886697	0.445691483767
Subsaharian_Africa - Central_African_Republic - Biaka_Pygmies	0.402606500399	0.403773943526	0.376847426793	0.354579110168	0.389803916702	0.332277977383	0.346214492086	0.33667373291	0.341574429573	0.34152720827	0.354824839109	0.353017574773	0.334391122894	0.343286852638	0.343262332688	0.352832098857	0.337465135358	0.348584814241	0.301704237908	0.337533618714	0.345203170863	0.342426253122	0.333014247814	0.330675576909	0.336103479381	0.337022901323	0.333877307266	0.326328963966	0.335709647794	0.32780531338	0.335816940633	0.319924705074	0.317883354636	0.328354363168	0.309897879475	0.324102400148	0.323602652346	0.301192701829	0.316018523692	0.297763773095	0.303072439863	0.251263163954	0.360856618378	0.375702277434	0.0	0.0894122082365	0.0962744020993	0.117968051059	0.123286184317
Subsaharian_Africa - Democratic_Republic_of_Congo - Mbuti_Pygmies	0.500429948217	0.500338207852	0.475528972471	0.454016941195	0.486526793897	0.429250588301	0.429028424089	0.420123668879	0.434561841079	0.425185574337	0.436762292738	0.437340636879	0.420781784073	0.428697404725	0.428598844425	0.435049235449	0.421081409333	0.431894706993	0.391688722051	0.424258102805	0.430869962096	0.440153762213	0.45064002031	0.449845895761	0.454316012246	0.45518534933	0.453712635068	0.446785252245	0.454522613261	0.447861643712	0.433796738561	0.417003638274	0.408236909502	0.420298508472	0.403881586604	0.420302651721	0.420459345086	0.392111273876	0.415414468917	0.39784160382	0.403398046257	0.349568747895	0.457390929397	0.474636037275	0.214209660886	0.0	0.202951204315	0.241056600671	0.239554143454
Subsaharian_Africa - Kenya - Bantu_N.E.	0.305591940251	0.305960700651	0.305817396492	0.305921816978	0.314631033103	0.296852076632	0.29998950868	0.304770908865	0.302166578334	0.299106774864	0.298429880013	0.303164775807	0.302788678369	0.30001223019	0.303244691287	0.301505854995	0.301046357562	0.296712893431	0.299773809613	0.301227704359	0.301192345283	0.301109871906	0.297439148828	0.29398516132	0.300286452218	0.302030944191	0.296607559135	0.289553123225	0.300641026321	0.293250343428	0.302646361304	0.307561832297	0.305555411313	0.307331226957	0.307106153226	0.309386050901	0.309396030621	0.301539999891	0.295574888322	0.286261114333	0.281835572407	0.253575409957	0.293937719499	0.285341946978	0.112750452981	0.0932047202615	0.0	0.106788557737	0.111333308601
Subsaharian_Africa - Nigeria - Yoruba	0.416437244989	0.290570852163	0.29852780909	0.290985174278	0.397944151614	0.283791305148	0.330546489685	0.321215497875	0.307686944175	0.325985560311	0.34010557983	0.337626262874	0.318836586611	0.329172464669	0.331006850664	0.338475442139	0.321022817242	0.332243269765	0.283353053108	0.323222476401	0.331460319315	0.285340193349	0.282673116736	0.279716223189	0.284829871528	0.287200760788	0.282026012538	0.274741249807	0.285481953571	0.278054926367	0.324806256602	0.293879214006	0.301242527975	0.300868651487	0.293565534402	0.294975494989	0.295622271014	0.283636072629	0.281264850966	0.271896259688	0.265051227547	0.226387670553	0.293188102049	0.270313201262	0.0937593964429	0.096384386012	0.065231055588	0.0	0.0572031008308
Subsaharian_Africa - Senegal - Mandenka	0.37908833382	0.293811753912	0.300421580275	0.294865760553	0.366558363435	0.288934721443	0.329909632211	0.317703639134	0.30675824872	0.32003592914	0.338270139163	0.322123409696	0.315896174611	0.328566518065	0.325035936477	0.336467545976	0.31978362055	0.317207385438	0.280494037672	0.317830408949	0.317457716314	0.29047601669	0.286160834217	0.282434725797	0.28960848107	0.293168463459	0.285730961878	0.277709608554	0.289795473084	0.281655967727	0.314183570932	0.297323120404	0.298211597442	0.30007280412	0.292076737856	0.298081277654	0.299424304541	0.280089730079	0.284238330868	0.274041585101	0.268494200454	0.225821553087	0.293451298373	0.275395362416	0.102844952119	0.0982355902506	0.0737262543595	0.0609934970144	0.0